transaction_date,merchant_category,transaction_amount
2019-09-20,Entertainment,6342.59
2019-09-20,Food Dining,5454.6
2019-09-20,Home,8293.35
2019-09-20,Grocery Net,3211.2999999999997
2019-09-20,Grocery Pos,14873.69
2019-09-20,Gas Transport,10805.48
2019-09-21,Travel,4930.62
2019-09-21,Shopping Pos,14709.5
2019-09-21,Shopping Net,12955.38
2019-09-21,Personal Care,7609.91
2019-09-21,Misc Pos,11969.34
2019-09-21,Kids Pets,11901.34
2019-09-21,Misc Net,7683.87
2019-09-21,Health Fitness,6903.93
2019-09-21,Grocery Pos,24215.35
2019-09-21,Grocery Net,4195.64
2019-09-21,Gas Transport,16108.09
2019-09-21,Food Dining,7861.11
2019-09-21,Entertainment,10594.48
2019-09-21,Home,11263.56
2019-09-22,Travel,4299.16
2019-09-22,Shopping Pos,21232.92
2019-09-22,Shopping Net,21314.53
2019-09-22,Personal Care,8357.81
2019-09-22,Misc Pos,11617.32
2019-09-22,Misc Net,8280.32
2019-09-22,Kids Pets,14736.36
2019-09-22,Health Fitness,10665.14
2019-09-22,Entertainment,11503.06
2019-09-22,Food Dining,9592.96
2019-09-22,Home,16142.47
2019-09-22,Grocery Net,5654.0
2019-09-22,Grocery Pos,30131.5
2019-09-22,Gas Transport,16269.34
2019-09-23,Travel,7434.67
2019-09-23,Shopping Pos,21631.09
2019-09-23,Shopping Net,18841.22
2019-09-23,Personal Care,9897.6
2019-09-23,Misc Pos,11749.94
2019-09-23,Kids Pets,14226.53
2019-09-23,Misc Net,8962.85
2019-09-23,Health Fitness,9940.61
2019-09-23,Grocery Pos,31884.29
2019-09-23,Grocery Net,4532.26
2019-09-23,Gas Transport,16020.06
2019-09-23,Food Dining,10056.34
2019-09-23,Entertainment,12028.32
2019-09-23,Home,14165.1
2019-09-24,Travel,2262.57
2019-09-24,Shopping Pos,10918.55
2019-09-24,Shopping Net,9501.93
2019-09-24,Personal Care,4505.94
2019-09-24,Misc Pos,3252.0299999999997
2019-09-24,Misc Net,3885.14
2019-09-24,Kids Pets,5299.4
2019-09-24,Home,6210.17
2019-09-24,Grocery Pos,10938.74
2019-09-24,Grocery Net,2862.8
2019-09-24,Gas Transport,7888.36
2019-09-24,Food Dining,5384.81
2019-09-24,Entertainment,6404.14
2019-09-24,Health Fitness,4692.2
2019-09-25,Travel,3364.9100000000003
2019-09-25,Shopping Pos,8211.58
2019-09-25,Shopping Net,11621.449999999999
2019-09-25,Personal Care,6317.88
2019-09-25,Misc Pos,3981.03
2019-09-25,Misc Net,4290.57
2019-09-25,Kids Pets,6240.29
2019-09-25,Health Fitness,4910.38
2019-09-25,Grocery Pos,12761.86
2019-09-25,Grocery Net,2014.62
2019-09-25,Gas Transport,8573.01
2019-09-25,Food Dining,4959.99
2019-09-25,Entertainment,4475.17
2019-09-25,Home,9286.83
2019-09-26,Misc Net,4356.33
2019-09-26,Travel,3767.39
2019-09-26,Shopping Pos,9168.97
2019-09-26,Shopping Net,10845.06
2019-09-26,Personal Care,5540.62
2019-09-26,Misc Pos,5454.53
2019-09-26,Kids Pets,9666.1
2019-09-26,Home,9037.7
2019-09-26,Health Fitness,5701.44
2019-09-26,Grocery Pos,13399.56
2019-09-26,Grocery Net,3283.67
2019-09-26,Gas Transport,9633.56
2019-09-26,Food Dining,4855.93
2019-09-26,Entertainment,6358.05
2019-09-27,Travel,5972.01
2019-09-27,Shopping Pos,12073.119999999999
2019-09-27,Shopping Net,12680.48
2019-09-27,Personal Care,5548.0599999999995
2019-09-27,Misc Pos,6094.48
2019-09-27,Misc Net,6691.09
2019-09-27,Kids Pets,9426.67
2019-09-27,Home,8362.14
2019-09-27,Health Fitness,5096.33
2019-09-27,Grocery Pos,16024.71
2019-09-27,Grocery Net,2894.73
2019-09-27,Gas Transport,10080.58
2019-09-27,Food Dining,6851.04
2019-09-27,Entertainment,7604.49
2019-09-28,Travel,13224.3
2019-09-28,Shopping Pos,16309.12
2019-09-28,Shopping Net,16698.5
2019-09-28,Personal Care,7549.63
2019-09-28,Misc Pos,6590.01
2019-09-28,Misc Net,7984.49
2019-09-28,Kids Pets,9883.54
2019-09-28,Health Fitness,9235.28
2019-09-28,Grocery Pos,23728.61
2019-09-28,Grocery Net,3917.44
2019-09-28,Gas Transport,12893.02
2019-09-28,Food Dining,8274.35
2019-09-28,Entertainment,10231.72
2019-09-28,Home,13233.96
2019-09-29,Home,13368.18
2019-09-29,Travel,5608.84
2019-09-29,Shopping Pos,17027.95
2019-09-29,Shopping Net,15714.56
2019-09-29,Personal Care,8780.2
2019-09-29,Misc Pos,13295.79
2019-09-29,Misc Net,7549.3
2019-09-29,Grocery Pos,26798.27
2019-09-29,Health Fitness,8749.89
2019-09-29,Grocery Net,4551.2
2019-09-29,Gas Transport,17226.63
2019-09-29,Food Dining,9734.94
2019-09-29,Entertainment,12670.09
2019-09-29,Kids Pets,12591.87
2019-09-30,Misc Pos,10320.48
2019-09-30,Personal Care,8133.16
2019-09-30,Misc Net,9007.3
2019-09-30,Shopping Pos,17193.6
2019-09-30,Travel,3281.58
2019-09-30,Shopping Net,11887.2
2019-09-30,Kids Pets,13667.7
2019-09-30,Home,14020.29
2019-09-30,Health Fitness,9231.18
2019-09-30,Grocery Pos,27781.1
2019-09-30,Grocery Net,5703.58
2019-09-30,Gas Transport,16459.94
2019-09-30,Food Dining,7510.33
2019-09-30,Entertainment,13609.36
2019-10-01,Travel,4999.7
2019-10-01,Shopping Pos,12837.22
2019-10-01,Shopping Net,10673.72
2019-10-01,Personal Care,4025.22
2019-10-01,Misc Pos,5845.83
2019-10-01,Misc Net,3044.4300000000003
2019-10-01,Kids Pets,5251.5
2019-10-01,Health Fitness,4903.23
2019-10-01,Grocery Pos,14777.7
2019-10-01,Grocery Net,2651.07
2019-10-01,Gas Transport,6682.79
2019-10-01,Food Dining,5215.58
2019-10-01,Entertainment,6024.55
2019-10-01,Home,5900.95
2019-10-02,Misc Net,7914.3
2019-10-02,Travel,3330.88
2019-10-02,Shopping Pos,10677.64
2019-10-02,Shopping Net,12326.56
2019-10-02,Personal Care,6062.74
2019-10-02,Misc Pos,4297.25
2019-10-02,Kids Pets,5651.29
2019-10-02,Home,8453.12
2019-10-02,Health Fitness,5821.33
2019-10-02,Grocery Pos,17960.37
2019-10-02,Grocery Net,2576.42
2019-10-02,Gas Transport,8684.73
2019-10-02,Food Dining,4176.58
2019-10-02,Entertainment,5972.43
2019-10-03,Travel,5667.59
2019-10-03,Shopping Pos,12001.84
2019-10-03,Shopping Net,8393.43
2019-10-03,Personal Care,6062.95
2019-10-03,Misc Pos,6669.7
2019-10-03,Misc Net,6009.29
2019-10-03,Kids Pets,8542.21
2019-10-03,Home,8760.51
2019-10-03,Health Fitness,4758.55
2019-10-03,Grocery Pos,20242.19
2019-10-03,Grocery Net,3305.97
2019-10-03,Gas Transport,9505.93
2019-10-03,Food Dining,5997.7300000000005
2019-10-03,Entertainment,9716.93
2019-10-04,Shopping Pos,12123.58
2019-10-04,Shopping Net,11378.95
2019-10-04,Personal Care,6216.3
2019-10-04,Misc Pos,4378.55
2019-10-04,Misc Net,6137.17
2019-10-04,Kids Pets,7252.82
2019-10-04,Travel,5630.2300000000005
2019-10-04,Health Fitness,5795.35
2019-10-04,Grocery Pos,17515.13
2019-10-04,Grocery Net,2714.19
2019-10-04,Gas Transport,9748.77
2019-10-04,Food Dining,5206.26
2019-10-04,Entertainment,7203.79
2019-10-04,Home,7849.37
2019-10-05,Travel,8615.69
2019-10-05,Shopping Pos,10771.68
2019-10-05,Shopping Net,17446.14
2019-10-05,Personal Care,7827.11
2019-10-05,Misc Pos,9531.39
2019-10-05,Misc Net,9928.1
2019-10-05,Kids Pets,11797.79
2019-10-05,Home,12933.64
2019-10-05,Health Fitness,8351.89
2019-10-05,Grocery Pos,23373.09
2019-10-05,Grocery Net,3832.06
2019-10-05,Gas Transport,14585.25
2019-10-05,Food Dining,9713.98
2019-10-05,Entertainment,8902.75
2019-10-06,Travel,13662.39
2019-10-06,Shopping Pos,18154.25
2019-10-06,Shopping Net,13509.210000000001
2019-10-06,Personal Care,8580.54
2019-10-06,Misc Pos,8292.3
2019-10-06,Misc Net,8412.86
2019-10-06,Kids Pets,15471.06
2019-10-06,Home,15595.6
2019-10-06,Health Fitness,9083.15
2019-10-06,Grocery Pos,28336.81
2019-10-06,Grocery Net,4570.29
2019-10-06,Gas Transport,17584.08
2019-10-06,Food Dining,9286.17
2019-10-06,Entertainment,11685.53
2019-10-07,Travel,7631.53
2019-10-07,Shopping Pos,13204.77
2019-10-07,Shopping Net,15747.14
2019-10-07,Personal Care,7753.63
2019-10-07,Misc Pos,7357.24
2019-10-07,Misc Net,9274.64
2019-10-07,Kids Pets,13403.59
2019-10-07,Home,15206.76
2019-10-07,Health Fitness,10025.039999999999
2019-10-07,Grocery Pos,25741.52
2019-10-07,Grocery Net,4478.01
2019-10-07,Gas Transport,16393.64
2019-10-07,Food Dining,8608.29
2019-10-07,Entertainment,12242.29
2019-10-08,Shopping Pos,7717.61
2019-10-08,Shopping Net,6116.97
2019-10-08,Personal Care,4021.89
2019-10-08,Misc Pos,6937.09
2019-10-08,Misc Net,3649.53
2019-10-08,Kids Pets,5806.42
2019-10-08,Travel,1235.1200000000001
2019-10-08,Health Fitness,4615.23
2019-10-08,Grocery Pos,11264.4
2019-10-08,Grocery Net,3193.23
2019-10-08,Gas Transport,6525.59
2019-10-08,Food Dining,3842.17
2019-10-08,Entertainment,5717.03
2019-10-08,Home,6195.54
2019-10-09,Travel,2322.25
2019-10-09,Shopping Pos,13816.6
2019-10-09,Shopping Net,9191.17
2019-10-09,Personal Care,3626.7
2019-10-09,Misc Pos,4531.77
2019-10-09,Misc Net,5850.4400000000005
2019-10-09,Kids Pets,6173.96
2019-10-09,Home,7098.07
2019-10-09,Health Fitness,4070.99
2019-10-09,Grocery Pos,17736.39
2019-10-09,Grocery Net,2634.96
2019-10-09,Gas Transport,6906.67
2019-10-09,Food Dining,5022.71
2019-10-09,Entertainment,6051.9
2019-10-10,Shopping Pos,10731.56
2019-10-10,Shopping Net,14635.28
2019-10-10,Personal Care,4604.85
2019-10-10,Misc Pos,4574.44
2019-10-10,Misc Net,6502.15
2019-10-10,Kids Pets,7545.57
2019-10-10,Travel,6064.59
2019-10-10,Health Fitness,6091.38
2019-10-10,Grocery Pos,19150.3
2019-10-10,Grocery Net,2562.48
2019-10-10,Gas Transport,11104.23
2019-10-10,Food Dining,6290.39
2019-10-10,Entertainment,8436.66
2019-10-10,Home,9744.55
2019-10-11,Shopping Pos,12405.949999999999
2019-10-11,Shopping Net,9839.75
2019-10-11,Personal Care,5222.13
2019-10-11,Misc Pos,7725.58
2019-10-11,Misc Net,10088.47
2019-10-11,Kids Pets,9364.03
2019-10-11,Travel,4551.76
2019-10-11,Health Fitness,5939.79
2019-10-11,Grocery Pos,16459.02
2019-10-11,Grocery Net,2334.73
2019-10-11,Gas Transport,10665.43
2019-10-11,Food Dining,4942.86
2019-10-11,Entertainment,8013.81
2019-10-11,Home,9654.23
2019-10-12,Travel,6087.68
2019-10-12,Shopping Pos,25043.88
2019-10-12,Shopping Net,19078.14
2019-10-12,Personal Care,6112.43
2019-10-12,Misc Pos,7148.53
2019-10-12,Misc Net,15601.12
2019-10-12,Kids Pets,10824.71
2019-10-12,Home,12229.63
2019-10-12,Grocery Pos,23291.760000000002
2019-10-12,Grocery Net,4507.09
2019-10-12,Gas Transport,15157.11
2019-10-12,Food Dining,8338.11
2019-10-12,Entertainment,12460.91
2019-10-12,Health Fitness,8511.9
2019-10-13,Misc Pos,13083.78
2019-10-13,Travel,4563.6900000000005
2019-10-13,Shopping Pos,19068.18
2019-10-13,Shopping Net,17457.03
2019-10-13,Personal Care,8851.07
2019-10-13,Misc Net,9707.29
2019-10-13,Kids Pets,12447.24
2019-10-13,Home,14042.43
2019-10-13,Health Fitness,8150.47
2019-10-13,Grocery Pos,31204.6
2019-10-13,Grocery Net,4528.82
2019-10-13,Gas Transport,17226.58
2019-10-13,Food Dining,10187.94
2019-10-13,Entertainment,11984.23
2019-10-14,Travel,4324.09
2019-10-14,Shopping Pos,19690.24
2019-10-14,Shopping Net,22791.49
2019-10-14,Personal Care,9966.37
2019-10-14,Misc Pos,11485.57
2019-10-14,Misc Net,13433.789999999999
2019-10-14,Kids Pets,13671.75
2019-10-14,Home,15114.44
2019-10-14,Health Fitness,8521.84
2019-10-14,Grocery Pos,28707.829999999998
2019-10-14,Grocery Net,5502.91
2019-10-14,Gas Transport,15553.1
2019-10-14,Food Dining,9564.88
2019-10-14,Entertainment,12174.92
2019-10-15,Travel,192.20000000000002
2019-10-15,Shopping Pos,6575.52
2019-10-15,Shopping Net,8778.93
2019-10-15,Personal Care,4504.1
2019-10-15,Misc Pos,5519.29
2019-10-15,Misc Net,4360.0
2019-10-15,Home,5405.69
2019-10-15,Grocery Pos,12140.74
2019-10-15,Health Fitness,3660.2799999999997
2019-10-15,Grocery Net,2393.93
2019-10-15,Gas Transport,8292.21
2019-10-15,Food Dining,3679.15
2019-10-15,Entertainment,5048.0
2019-10-15,Kids Pets,7155.26
2019-10-16,Travel,5005.39
2019-10-16,Shopping Pos,11323.44
2019-10-16,Shopping Net,8417.75
2019-10-16,Personal Care,5604.35
2019-10-16,Misc Pos,7003.56
2019-10-16,Misc Net,3162.01
2019-10-16,Kids Pets,6854.25
2019-10-16,Grocery Pos,18303.65
2019-10-16,Health Fitness,4953.93
2019-10-16,Grocery Net,2821.42
2019-10-16,Gas Transport,8443.7
2019-10-16,Food Dining,4598.58
2019-10-16,Entertainment,6738.13
2019-10-16,Home,7994.95
2019-10-17,Personal Care,4472.09
2019-10-17,Shopping Net,13856.62
2019-10-17,Home,10302.65
2019-10-17,Travel,11997.91
2019-10-17,Misc Pos,4161.58
2019-10-17,Shopping Pos,12488.31
2019-10-17,Misc Net,7297.84
2019-10-17,Grocery Pos,20409.8
2019-10-17,Health Fitness,5917.01
2019-10-17,Grocery Net,3336.85
2019-10-17,Gas Transport,9617.97
2019-10-17,Food Dining,4692.01
2019-10-17,Entertainment,6613.1
2019-10-17,Kids Pets,6714.83
2019-10-18,Kids Pets,8614.51
2019-10-18,Travel,2244.14
2019-10-18,Shopping Pos,17621.25
2019-10-18,Shopping Net,16737.02
2019-10-18,Personal Care,4001.22
2019-10-18,Misc Pos,7439.9400000000005
2019-10-18,Misc Net,8022.06
2019-10-18,Grocery Pos,17408.77
2019-10-18,Health Fitness,6137.84
2019-10-18,Grocery Net,2850.95
2019-10-18,Gas Transport,10924.03
2019-10-18,Food Dining,4931.2
2019-10-18,Entertainment,7280.21
2019-10-18,Home,8150.38
2019-10-19,Personal Care,7890.24
2019-10-19,Shopping Net,22006.88
2019-10-19,Grocery Pos,25034.84
2019-10-19,Travel,5769.62
2019-10-19,Misc Pos,6922.65
2019-10-19,Shopping Pos,15189.609999999999
2019-10-19,Misc Net,9823.01
2019-10-19,Grocery Net,4314.74
2019-10-19,Home,11411.88
2019-10-19,Health Fitness,6406.75
2019-10-19,Gas Transport,14641.06
2019-10-19,Food Dining,8411.13
2019-10-19,Entertainment,12445.56
2019-10-19,Kids Pets,9000.53
2019-10-20,Shopping Net,23296.74
2019-10-20,Personal Care,9599.66
2019-10-20,Misc Pos,7708.2300000000005
2019-10-20,Misc Net,15802.46
2019-10-20,Kids Pets,12988.57
2019-10-20,Home,12797.18
2019-10-20,Grocery Net,4313.61
2019-10-20,Grocery Pos,32564.74
2019-10-20,Gas Transport,15636.6
2019-10-20,Food Dining,10497.210000000001
2019-10-20,Entertainment,12781.86
2019-10-20,Shopping Pos,17056.43
2019-10-20,Health Fitness,9615.62
2019-10-20,Travel,13399.72
2019-10-21,Misc Pos,10343.1
2019-10-21,Personal Care,8380.27
2019-10-21,Travel,9248.59
2019-10-21,Misc Net,6344.14
2019-10-21,Shopping Pos,25123.829999999998
2019-10-21,Kids Pets,13403.9
2019-10-21,Shopping Net,16425.99
2019-10-21,Health Fitness,8478.59
2019-10-21,Grocery Pos,27294.36
2019-10-21,Grocery Net,4697.68
2019-10-21,Gas Transport,16647.55
2019-10-21,Home,14708.5
2019-10-21,Food Dining,9223.61
2019-10-21,Entertainment,11236.45
2019-10-22,Travel,4747.07
2019-10-22,Shopping Pos,9116.93
2019-10-22,Shopping Net,6657.3
2019-10-22,Personal Care,4075.99
2019-10-22,Misc Pos,4726.47
2019-10-22,Misc Net,7649.19
2019-10-22,Kids Pets,6336.03
2019-10-22,Home,5332.39
2019-10-22,Health Fitness,3939.87
2019-10-22,Grocery Pos,15980.01
2019-10-22,Grocery Net,2197.58
2019-10-22,Gas Transport,8535.26
2019-10-22,Food Dining,5745.79
2019-10-22,Entertainment,6049.29
2019-10-23,Travel,10247.210000000001
2019-10-23,Shopping Pos,9415.07
2019-10-23,Shopping Net,8414.84
2019-10-23,Personal Care,4405.72
2019-10-23,Misc Pos,3087.25
2019-10-23,Misc Net,7504.25
2019-10-23,Kids Pets,7020.78
2019-10-23,Home,8282.92
2019-10-23,Health Fitness,5317.92
2019-10-23,Grocery Pos,15967.57
2019-10-23,Grocery Net,2743.69
2019-10-23,Gas Transport,9388.98
2019-10-23,Food Dining,5650.900000000001
2019-10-23,Entertainment,6766.36
2019-10-24,Travel,7826.31
2019-10-24,Shopping Pos,4937.26
2019-10-24,Shopping Net,15895.88
2019-10-24,Personal Care,6839.22
2019-10-24,Misc Pos,7029.599999999999
2019-10-24,Misc Net,2577.31
2019-10-24,Kids Pets,7342.32
2019-10-24,Home,7256.84
2019-10-24,Health Fitness,6386.17
2019-10-24,Grocery Pos,17792.8
2019-10-24,Grocery Net,2313.29
2019-10-24,Gas Transport,11201.9
2019-10-24,Food Dining,5336.33
2019-10-24,Entertainment,7218.7699999999995
2019-10-25,Shopping Pos,10616.28
2019-10-25,Travel,1936.49
2019-10-25,Personal Care,5348.55
2019-10-25,Misc Pos,6277.68
2019-10-25,Misc Net,5895.97
2019-10-25,Kids Pets,7314.22
2019-10-25,Shopping Net,6521.7
2019-10-25,Health Fitness,4935.02
2019-10-25,Grocery Pos,16343.78
2019-10-25,Grocery Net,3100.52
2019-10-25,Gas Transport,10648.06
2019-10-25,Food Dining,6367.86
2019-10-25,Entertainment,7524.87
2019-10-25,Home,8458.02
2019-10-26,Travel,2490.8
2019-10-26,Shopping Pos,9251.58
2019-10-26,Shopping Net,13559.67
2019-10-26,Personal Care,7501.19
2019-10-26,Misc Pos,7349.37
2019-10-26,Misc Net,9288.07
2019-10-26,Kids Pets,11020.03
2019-10-26,Home,14260.63
2019-10-26,Health Fitness,10309.72
2019-10-26,Grocery Pos,23111.09
2019-10-26,Grocery Net,3586.28
2019-10-26,Gas Transport,16149.5
2019-10-26,Food Dining,8860.64
2019-10-26,Entertainment,11992.67
2019-10-27,Shopping Pos,15083.27
2019-10-27,Travel,2898.6
2019-10-27,Personal Care,9332.39
2019-10-27,Misc Pos,12494.25
2019-10-27,Misc Net,10386.35
2019-10-27,Kids Pets,15359.19
2019-10-27,Shopping Net,12429.300000000001
2019-10-27,Health Fitness,10169.22
2019-10-27,Grocery Pos,26204.64
2019-10-27,Grocery Net,5349.77
2019-10-27,Gas Transport,16454.67
2019-10-27,Food Dining,9346.75
2019-10-27,Entertainment,12650.26
2019-10-27,Home,16025.57
2019-10-28,Travel,13756.99
2019-10-28,Shopping Pos,18487.25
2019-10-28,Personal Care,9930.98
2019-10-28,Misc Pos,11461.53
2019-10-28,Misc Net,10834.47
2019-10-28,Kids Pets,13189.98
2019-10-28,Shopping Net,15101.5
2019-10-28,Health Fitness,9525.03
2019-10-28,Grocery Pos,25635.32
2019-10-28,Grocery Net,5407.7
2019-10-28,Gas Transport,16794.42
2019-10-28,Food Dining,9866.78
2019-10-28,Entertainment,13895.22
2019-10-28,Home,13914.75
2019-10-29,Travel,2158.73
2019-10-29,Shopping Pos,14102.53
2019-10-29,Shopping Net,5562.07
2019-10-29,Personal Care,3758.66
2019-10-29,Misc Pos,4264.18
2019-10-29,Misc Net,4773.11
2019-10-29,Kids Pets,4900.81
2019-10-29,Grocery Pos,12654.31
2019-10-29,Health Fitness,5230.08
2019-10-29,Grocery Net,1596.45
2019-10-29,Gas Transport,8031.92
2019-10-29,Food Dining,4517.14
2019-10-29,Entertainment,5955.79
2019-10-29,Home,6636.7
2019-10-30,Misc Pos,6265.58
2019-10-30,Personal Care,5312.49
2019-10-30,Misc Net,2348.83
2019-10-30,Shopping Pos,12862.05
2019-10-30,Travel,2806.04
2019-10-30,Shopping Net,8519.08
2019-10-30,Kids Pets,7596.24
2019-10-30,Entertainment,5992.62
2019-10-30,Health Fitness,6239.67
2019-10-30,Grocery Pos,15602.56
2019-10-30,Grocery Net,2506.31
2019-10-30,Gas Transport,8404.96
2019-10-30,Food Dining,4829.85
2019-10-30,Home,8387.28
2019-10-31,Travel,6481.49
2019-10-31,Shopping Pos,12753.9
2019-10-31,Shopping Net,8935.1
2019-10-31,Personal Care,3324.4700000000003
2019-10-31,Misc Pos,6032.17
2019-10-31,Misc Net,5877.04
2019-10-31,Kids Pets,9563.49
2019-10-31,Health Fitness,6236.0
2019-10-31,Grocery Pos,17284.25
2019-10-31,Grocery Net,3697.15
2019-10-31,Gas Transport,8128.68
2019-10-31,Food Dining,5084.79
2019-10-31,Entertainment,6956.38
2019-10-31,Home,10683.49
2019-11-01,Misc Net,9976.41
2019-11-01,Travel,2824.59
2019-11-01,Shopping Pos,12880.630000000001
2019-11-01,Shopping Net,14788.53
2019-11-01,Personal Care,5358.43
2019-11-01,Misc Pos,6728.72
2019-11-01,Kids Pets,7690.03
2019-11-01,Entertainment,6143.86
2019-11-01,Health Fitness,4883.27
2019-11-01,Grocery Pos,21229.2
2019-11-01,Grocery Net,2698.5
2019-11-01,Gas Transport,10423.22
2019-11-01,Food Dining,6862.21
2019-11-01,Home,7024.12
2019-11-02,Misc Net,10237.28
2019-11-02,Travel,6284.49
2019-11-02,Shopping Pos,12063.62
2019-11-02,Shopping Net,18540.17
2019-11-02,Personal Care,7393.05
2019-11-02,Misc Pos,6340.7
2019-11-02,Kids Pets,13232.94
2019-11-02,Entertainment,11488.03
2019-11-02,Health Fitness,8812.08
2019-11-02,Grocery Pos,28245.23
2019-11-02,Grocery Net,4778.02
2019-11-02,Gas Transport,13988.95
2019-11-02,Food Dining,8678.11
2019-11-02,Home,12604.61
2019-11-03,Travel,6686.7
2019-11-03,Shopping Pos,20147.37
2019-11-03,Shopping Net,12534.630000000001
2019-11-03,Personal Care,10021.26
2019-11-03,Misc Pos,7618.16
2019-11-03,Misc Net,9902.45
2019-11-03,Kids Pets,15215.3
2019-11-03,Health Fitness,8433.27
2019-11-03,Grocery Pos,31946.32
2019-11-03,Grocery Net,4814.64
2019-11-03,Gas Transport,17083.13
2019-11-03,Food Dining,10728.11
2019-11-03,Entertainment,10939.74
2019-11-03,Home,14777.77
2019-11-04,Misc Net,9657.77
2019-11-04,Travel,7290.74
2019-11-04,Shopping Pos,15474.04
2019-11-04,Shopping Net,18520.04
2019-11-04,Personal Care,7967.19
2019-11-04,Misc Pos,10772.48
2019-11-04,Kids Pets,12704.26
2019-11-04,Entertainment,10168.26
2019-11-04,Health Fitness,9219.65
2019-11-04,Food Dining,11171.79
2019-11-04,Gas Transport,18146.73
2019-11-04,Home,14049.37
2019-11-04,Grocery Pos,24282.09
2019-11-04,Grocery Net,4769.11
2019-11-05,Travel,9964.460000000001
2019-11-05,Shopping Pos,10583.76
2019-11-05,Shopping Net,6210.35
2019-11-05,Personal Care,4247.13
2019-11-05,Misc Pos,4698.62
2019-11-05,Kids Pets,5589.8
2019-11-05,Misc Net,4663.94
2019-11-05,Health Fitness,4379.75
2019-11-05,Grocery Pos,11970.76
2019-11-05,Grocery Net,2459.84
2019-11-05,Gas Transport,8652.71
2019-11-05,Food Dining,4283.82
2019-11-05,Entertainment,5623.12
2019-11-05,Home,6917.08
2019-11-06,Travel,3895.77
2019-11-06,Shopping Pos,9137.02
2019-11-06,Shopping Net,5265.2
2019-11-06,Personal Care,3650.83
2019-11-06,Misc Pos,5739.18
2019-11-06,Misc Net,5156.58
2019-11-06,Kids Pets,5983.82
2019-11-06,Health Fitness,5170.63
2019-11-06,Grocery Pos,16311.31
2019-11-06,Grocery Net,2455.2599999999998
2019-11-06,Gas Transport,8745.97
2019-11-06,Food Dining,4795.96
2019-11-06,Entertainment,7089.46
2019-11-06,Home,7180.43
2019-11-07,Travel,2305.8799999999997
2019-11-07,Shopping Pos,21078.649999999998
2019-11-07,Shopping Net,10070.46
2019-11-07,Personal Care,4057.2
2019-11-07,Misc Pos,7222.72
2019-11-07,Misc Net,7015.74
2019-11-07,Kids Pets,8311.52
2019-11-07,Home,8373.31
2019-11-07,Grocery Pos,18794.77
2019-11-07,Grocery Net,3346.02
2019-11-07,Gas Transport,10768.41
2019-11-07,Food Dining,7191.66
2019-11-07,Entertainment,6797.08
2019-11-07,Health Fitness,5823.89
2019-11-08,Misc Net,8228.98
2019-11-08,Travel,6862.4800000000005
2019-11-08,Shopping Pos,12649.43
2019-11-08,Shopping Net,11444.97
2019-11-08,Personal Care,5424.07
2019-11-08,Misc Pos,6896.99
2019-11-08,Kids Pets,7703.02
2019-11-08,Entertainment,7453.4400000000005
2019-11-08,Health Fitness,5543.19
2019-11-08,Food Dining,6407.07
2019-11-08,Gas Transport,10080.8
2019-11-08,Home,9359.92
2019-11-08,Grocery Pos,15188.05
2019-11-08,Grocery Net,2927.69
2019-11-09,Travel,1634.57
2019-11-09,Shopping Pos,12988.11
2019-11-09,Shopping Net,8334.98
2019-11-09,Personal Care,8099.18
2019-11-09,Misc Pos,11738.75
2019-11-09,Kids Pets,11378.16
2019-11-09,Misc Net,11382.85
2019-11-09,Health Fitness,7656.9
2019-11-09,Grocery Pos,26047.39
2019-11-09,Grocery Net,3966.89
2019-11-09,Gas Transport,14413.25
2019-11-09,Food Dining,7319.06
2019-11-09,Entertainment,10042.79
2019-11-09,Home,12961.539999999999
2019-11-10,Travel,4272.92
2019-11-10,Shopping Pos,18754.62
2019-11-10,Shopping Net,14229.53
2019-11-10,Personal Care,8311.3
2019-11-10,Misc Pos,10622.69
2019-11-10,Kids Pets,14199.43
2019-11-10,Misc Net,11200.699999999999
2019-11-10,Health Fitness,8044.07
2019-11-10,Entertainment,12983.3
2019-11-10,Food Dining,9770.45
2019-11-10,Home,13213.12
2019-11-10,Grocery Net,4339.58
2019-11-10,Grocery Pos,29329.13
2019-11-10,Gas Transport,15755.32
2019-11-11,Travel,12172.34
2019-11-11,Shopping Pos,13000.94
2019-11-11,Shopping Net,16358.35
2019-11-11,Personal Care,8898.65
2019-11-11,Misc Pos,11988.84
2019-11-11,Kids Pets,12328.66
2019-11-11,Misc Net,6977.76
2019-11-11,Health Fitness,7548.8099999999995
2019-11-11,Grocery Pos,26748.94
2019-11-11,Grocery Net,3721.62
2019-11-11,Gas Transport,15733.86
2019-11-11,Food Dining,10514.57
2019-11-11,Entertainment,12681.12
2019-11-11,Home,15149.01
2019-11-12,Travel,701.25
2019-11-12,Shopping Pos,6003.21
2019-11-12,Shopping Net,3690.65
2019-11-12,Personal Care,4757.16
2019-11-12,Misc Pos,7782.12
2019-11-12,Misc Net,2283.0099999999998
2019-11-12,Kids Pets,6796.08
2019-11-12,Health Fitness,4119.48
2019-11-12,Entertainment,5729.37
2019-11-12,Food Dining,3084.0
2019-11-12,Home,8632.54
2019-11-12,Grocery Net,2024.93
2019-11-12,Grocery Pos,12113.79
2019-11-12,Gas Transport,7299.6
2019-11-13,Travel,1369.79
2019-11-13,Shopping Pos,7883.07
2019-11-13,Shopping Net,6109.95
2019-11-13,Personal Care,4444.09
2019-11-13,Misc Pos,5089.6
